Date,Device_Type,Marketing_Channel,Page_Views,Add_to_Cart,Purchases,Conversion_Rate
2024-01-04,Mobile,Email,52,3,0,0.0
2024-01-04,Tablet,Organic,54,2,0,0.0
2024-01-04,Tablet,Paid Search,105,7,1,0.0095
2024-01-04,Tablet,Social,113,7,1,0.0088
2024-01-04,Tablet,Email,50,3,0,0.0
2024-01-05,Desktop,Organic,53,3,0,0.0
2024-01-05,Desktop,Paid Search,66,3,0,0.0
2024-01-05,Desktop,Social,50,2,0,0.0
2024-01-05,Desktop,Email,71,2,0,0.0
2024-01-05,Mobile,Organic,58,4,0,0.0
2024-01-05,Mobile,Paid Search,50,2,0,0.0
2024-01-05,Mobile,Social,76,5,0,0.0
2024-01-05,Mobile,Email,50,3,0,0.0
2024-01-05,Tablet,Organic,118,8,1,0.0085
2024-01-05,Tablet,Paid Search,96,4,0,0.0
2024-01-05,Tablet,Social,115,8,1,0.0087
2024-01-05,Tablet,Email,90,5,1,0.0111
2024-01-06,Desktop,Organic,50,1,0,0.0
2024-01-06,Desktop,Paid Search,50,3,0,0.0
2024-01-06,Desktop,Social,50,3,0,0.0
2024-01-06,Desktop,Email,50,2,0,0.0
2024-01-06,Mobile,Organic,50,3,0,0.0
2024-01-06,Mobile,Paid Search,50,2,0,0.0
2024-01-06,Mobile,Social,50,2,0,0.0
2024-01-06,Mobile,Email,50,2,0,0.0
2024-01-06,Tablet,Organic,50,2,0,0.0
2024-01-06,Tablet,Paid Search,59,3,0,0.0
2024-01-06,Tablet,Social,50,2,0,0.0
2024-01-06,Tablet,Email,72,4,0,0.0
2024-01-07,Desktop,Organic,66,4,0,0.0
2024-01-07,Desktop,Paid Search,50,1,0,0.0
2024-01-07,Desktop,Social,50,1,0,0.0
2024-01-07,Desktop,Email,50,2,0,0.0
2024-01-07,Mobile,Organic,50,1,0,0.0
2024-01-07,Mobile,Paid Search,50,3,0,0.0
2024-01-07,Mobile,Social,50,3,0,0.0
2024-01-07,Mobile,Email,50,3,0,0.0
2024-01-07,Tablet,Organic,50,1,0,0.0
2024-01-07,Tablet,Paid Search,50,2,0,0.0
2024-01-07,Tablet,Social,50,3,0,0.0
2024-01-07,Tablet,Email,76,3,0,0.0
2024-01-08,Desktop,Organic,66,3,0,0.0
2024-01-08,Desktop,Paid Search,66,4,1,0.0152
2024-01-08,Desktop,Social,50,2,0,0.0
2024-01-08,Desktop,Email,65,4,0,0.0
2024-01-08,Mobile,Organic,50,3,0,0.0
2024-01-08,Mobile,Paid Search,50,1,0,0.0
2024-01-08,Mobile,Social,50,2,0,0.0
2024-01-08,Mobile,Email,70,4,0,0.0
2024-01-08,Tablet,Organic,70,3,0,0.0
2024-01-08,Tablet,Paid Search,80,6,1,0.0125
2024-01-08,Tablet,Social,50,3,0,0.0
2024-01-08,Tablet,Email,64,4,0,0.0
2024-01-09,Desktop,Organic,82,4,0,0.0
2024-01-09,Desktop,Paid Search,92,4,1,0.0109
2024-01-09,Desktop,Social,50,2,0,0.0
2024-01-09,Desktop,Email,50,2,0,0.0
2024-01-09,Mobile,Organic,50,2,0,0.0
2024-01-09,Mobile,Paid Search,50,2,0,0.0
2024-01-09,Mobile,Social,50,2,0,0.0
2024-01-09,Mobile,Email,51,3,0,0.0
2024-01-09,Tablet,Organic,96,5,0,0.0
2024-01-09,Tablet,Paid Search,87,2,0,0.0
2024-01-09,Tablet,Social,97,7,1,0.0103
2024-01-09,Tablet,Email,92,6,0,0.0
2024-01-10,Desktop,Organic,74,3,0,0.0
2024-01-10,Desktop,Paid Search,91,3,0,0.0
2024-01-10,Desktop,Social,82,4,0,0.0
2024-01-10,Desktop,Email,50,2,0,0.0
2024-01-10,Mobile,Organic,51,3,0,0.0
2024-01-10,Mobile,Paid Search,50,2,0,0.0
2024-01-10,Mobile,Social,77,3,0,0.0
2024-01-10,Mobile,Email,83,4,0,0.0
2024-01-10,Tablet,Organic,85,5,1,0.0118
2024-01-10,Tablet,Paid Search,51,2,0,0.0
2024-01-10,Tablet,Social,62,2,0,0.0
2024-01-10,Tablet,Email,131,5,0,0.0
2024-01-11,Desktop,Organic,50,3,0,0.0
2024-01-11,Desktop,Paid Search,84,3,0,0.0
2024-01-11,Desktop,Social,84,6,1,0.0119
2024-01-11,Desktop,Email,50,2,0,0.0
2024-01-11,Mobile,Organic,50,2,0,0.0
2024-01-11,Mobile,Paid Search,50,3,0,0.0
2024-01-11,Mobile,Social,50,1,0,0.0
2024-01-11,Mobile,Email,71,4,0,0.0
2024-01-11,Tablet,Organic,67,2,0,0.0
2024-01-11,Tablet,Paid Search,100,7,1,0.01
2024-01-11,Tablet,Social,80,3,0,0.0
2024-01-11,Tablet,Email,140,8,1,0.0071
2024-01-12,Desktop,Organic,73,4,0,0.0
2024-01-12,Desktop,Paid Search,69,4,0,0.0
2024-01-12,Desktop,Social,61,4,0,0.0
2024-01-12,Desktop,Email,71,3,0,0.0
2024-01-12,Mobile,Organic,50,2,0,0.0
2024-01-12,Mobile,Paid Search,64,2,0,0.0
2024-01-12,Mobile,Social,50,3,0,0.0
2024-01-12,Mobile,Email,67,2,0,0.0
2024-01-12,Tablet,Organic,50,2,0,0.0
2024-01-12,Tablet,Paid Search,135,6,1,0.0074
2024-01-12,Tablet,Social,119,5,1,0.0084
2024-01-12,Tablet,Email,58,3,0,0.0
2024-01-13,Desktop,Organic,60,1,0,0.0
2024-01-13,Desktop,Paid Search,50,3,0,0.0
2024-01-13,Desktop,Social,50,3,0,0.0
2024-01-13,Desktop,Email,50,2,0,0.0
2024-01-13,Mobile,Organic,50,2,0,0.0
2024-01-13,Mobile,Paid Search,50,1,0,0.0
2024-01-13,Mobile,Social,53,2,0,0.0
2024-01-13,Mobile,Email,50,3,0,0.0
2024-01-13,Tablet,Organic,52,1,0,0.0
2024-01-13,Tablet,Paid Search,88,4,0,0.0
2024-01-13,Tablet,Social,50,3,0,0.0
2024-01-13,Tablet,Email,50,1,0,0.0
2024-01-14,Desktop,Organic,50,1,0,0.0
2024-01-14,Desktop,Paid Search,50,1,0,0.0
2024-01-14,Desktop,Social,50,2,0,0.0
2024-01-14,Desktop,Email,50,2,0,0.0
2024-01-14,Mobile,Organic,50,3,0,0.0
2024-01-14,Mobile,Paid Search,50,3,0,0.0
2024-01-14,Mobile,Social,50,1,0,0.0
2024-01-14,Mobile,Email,50,2,0,0.0
2024-01-14,Tablet,Organic,97,7,0,0.0
2024-01-14,Tablet,Paid Search,64,4,0,0.0
2024-01-14,Tablet,Social,50,1,0,0.0
2024-01-14,Tablet,Email,50,2,0,0.0
2024-01-15,Desktop,Organic,79,6,1,0.0127
2024-01-15,Desktop,Paid Search,90,5,1,0.0111
2024-01-15,Desktop,Social,50,1,0,0.0
2024-01-15,Desktop,Email,61,4,0,0.0
2024-01-15,Mobile,Organic,60,2,0,0.0
2024-01-15,Mobile,Paid Search,50,2,0,0.0
2024-01-15,Mobile,Social,67,4,0,0.0
2024-01-15,Mobile,Email,50,1,0,0.0
2024-01-15,Tablet,Organic,105,5,0,0.0
2024-01-15,Tablet,Paid Search,84,5,0,0.0
2024-01-15,Tablet,Social,93,5,0,0.0
2024-01-15,Tablet,Email,50,1,0,0.0
2024-01-16,Desktop,Organic,50,3,0,0.0
2024-01-16,Desktop,Paid Search,93,7,1,0.0108
2024-01-16,Desktop,Social,50,2,0,0.0
2024-01-16,Desktop,Email,50,3,0,0.0
2024-01-16,Mobile,Organic,77,5,1,0.013
2024-01-16,Mobile,Paid Search,50,3,0,0.0
2024-01-16,Mobile,Social,60,2,0,0.0
2024-01-16,Mobile,Email,50,1,0,0.0
2024-01-16,Tablet,Organic,50,1,0,0.0
2024-01-16,Tablet,Paid Search,152,6,1,0.0066
2024-01-16,Tablet,Social,104,6,0,0.0
2024-01-16,Tablet,Email,67,2,0,0.0
2024-01-17,Desktop,Organic,50,2,0,0.0
2024-01-17,Desktop,Paid Search,95,3,0,0.0
2024-01-17,Desktop,Social,60,4,1,0.0167
2024-01-17,Desktop,Email,50,2,0,0.0
2024-01-17,Mobile,Organic,50,3,0,0.0
2024-01-17,Mobile,Paid Search,50,3,0,0.0
2024-01-17,Mobile,Social,50,1,0,0.0
2024-01-17,Mobile,Email,69,3,0,0.0
2024-01-17,Tablet,Organic,72,4,0,0.0
2024-01-17,Tablet,Paid Search,88,4,1,0.0114
2024-01-17,Tablet,Social,102,5,0,0.0
2024-01-17,Tablet,Email,89,3,0,0.0
2024-01-18,Desktop,Organic,50,1,0,0.0
2024-01-18,Desktop,Paid Search,65,3,0,0.0
2024-01-18,Desktop,Social,67,4,0,0.0
2024-01-18,Desktop,Email,50,3,0,0.0
2024-01-18,Mobile,Organic,50,1,0,0.0
2024-01-18,Mobile,Paid Search,50,2,0,0.0
2024-01-18,Mobile,Social,50,2,0,0.0
2024-01-18,Mobile,Email,52,4,0,0.0
2024-01-18,Tablet,Organic,138,7,1,0.0072
2024-01-18,Tablet,Paid Search,80,5,1,0.0125
2024-01-18,Tablet,Social,113,7,1,0.0088
2024-01-18,Tablet,Email,90,4,0,0.0
2024-01-19,Desktop,Organic,57,3,0,0.0
2024-01-19,Desktop,Paid Search,80,4,1,0.0125
2024-01-19,Desktop,Social,56,3,0,0.0
2024-01-19,Desktop,Email,69,3,0,0.0
2024-01-19,Mobile,Organic,56,4,0,0.0
2024-01-19,Mobile,Paid Search,71,5,0,0.0
2024-01-19,Mobile,Social,50,2,0,0.0
2024-01-19,Mobile,Email,74,4,0,0.0
2024-01-19,Tablet,Organic,95,4,0,0.0
2024-01-19,Tablet,Paid Search,113,7,1,0.0088
2024-01-19,Tablet,Social,63,4,0,0.0
2024-01-19,Tablet,Email,97,7,0,0.0
2024-01-20,Desktop,Organic,70,2,0,0.0
2024-01-20,Desktop,Paid Search,50,2,0,0.0
2024-01-20,Desktop,Social,50,3,0,0.0
2024-01-20,Desktop,Email,50,3,0,0.0
2024-01-20,Mobile,Organic,50,2,0,0.0
2024-01-20,Mobile,Paid Search,50,2,0,0.0
2024-01-20,Mobile,Social,50,2,0,0.0
2024-01-20,Mobile,Email,50,2,0,0.0
2024-01-20,Tablet,Organic,71,4,0,0.0
2024-01-20,Tablet,Paid Search,50,2,0,0.0
2024-01-20,Tablet,Social,50,2,0,0.0
2024-01-20,Tablet,Email,50,2,0,0.0
2024-01-21,Desktop,Organic,60,3,0,0.0
2024-01-21,Desktop,Paid Search,50,2,0,0.0
2024-01-21,Desktop,Social,50,3,0,0.0
2024-01-21,Desktop,Email,50,1,0,0.0
2024-01-21,Mobile,Organic,50,2,0,0.0
2024-01-21,Mobile,Paid Search,50,2,0,0.0
2024-01-21,Mobile,Social,50,2,0,0.0
2024-01-21,Mobile,Email,50,3,0,0.0
2024-01-21,Tablet,Organic,61,3,0,0.0
2024-01-21,Tablet,Paid Search,55,1,0,0.0
2024-01-21,Tablet,Social,80,3,0,0.0
2024-01-21,Tablet,Email,50,3,0,0.0
2024-01-22,Desktop,Organic,66,4,0,0.0
2024-01-22,Desktop,Paid Search,50,2,0,0.0
2024-01-22,Desktop,Social,68,4,0,0.0
2024-01-22,Desktop,Email,73,2,0,0.0
2024-01-22,Mobile,Organic,50,2,0,0.0
2024-01-22,Mobile,Paid Search,50,2,0,0.0
2024-01-22,Mobile,Social,70,4,0,0.0
2024-01-22,Mobile,Email,70,5,1,0.0143
2024-01-22,Tablet,Organic,77,5,1,0.013
2024-01-22,Tablet,Paid Search,91,3,0,0.0
2024-01-22,Tablet,Social,92,3,0,0.0
2024-01-22,Tablet,Email,135,8,1,0.0074
2024-01-23,Desktop,Organic,60,3,0,0.0
2024-01-23,Desktop,Paid Search,51,3,0,0.0
2024-01-23,Desktop,Social,50,2,0,0.0
2024-01-23,Desktop,Email,50,2,0,0.0
2024-01-23,Mobile,Organic,50,3,0,0.0
2024-01-23,Mobile,Paid Search,50,1,0,0.0
2024-01-23,Mobile,Social,76,5,1,0.0132
2024-01-23,Mobile,Email,50,2,0,0.0
2024-01-23,Tablet,Organic,91,4,0,0.0
2024-01-23,Tablet,Paid Search,87,6,0,0.0
2024-01-23,Tablet,Social,72,5,1,0.0139
2024-01-23,Tablet,Email,50,2,0,0.0
2024-01-24,Desktop,Organic,65,4,0,0.0
2024-01-24,Desktop,Paid Search,83,5,0,0.0
2024-01-24,Desktop,Social,59,2,0,0.0
2024-01-24,Desktop,Email,50,1,0,0.0
2024-01-24,Mobile,Organic,50,1,0,0.0
2024-01-24,Mobile,Paid Search,50,3,0,0.0
2024-01-24,Mobile,Social,50,2,0,0.0
2024-01-24,Mobile,Email,50,1,0,0.0
2024-01-24,Tablet,Organic,113,6,1,0.0088
2024-01-24,Tablet,Paid Search,71,3,0,0.0
2024-01-24,Tablet,Social,68,3,0,0.0
2024-01-24,Tablet,Email,138,8,1,0.0072
2024-01-25,Desktop,Organic,50,2,0,0.0
2024-01-25,Desktop,Paid Search,62,2,0,0.0
2024-01-25,Desktop,Social,60,3,0,0.0
2024-01-25,Desktop,Email,81,2,0,0.0
2024-01-25,Mobile,Organic,79,3,0,0.0
2024-01-25,Mobile,Paid Search,71,4,0,0.0
2024-01-25,Mobile,Social,53,2,0,0.0
2024-01-25,Mobile,Email,51,1,0,0.0
2024-01-25,Tablet,Organic,50,2,0,0.0
2024-01-25,Tablet,Paid Search,141,5,0,0.0
2024-01-25,Tablet,Social,87,6,0,0.0
2024-01-25,Tablet,Email,114,3,0,0.0
2024-01-26,Desktop,Organic,87,5,0,0.0
2024-01-26,Desktop,Paid Search,53,2,0,0.0
2024-01-26,Desktop,Social,57,3,0,0.0
2024-01-26,Desktop,Email,67,2,0,0.0
2024-01-26,Mobile,Organic,50,3,0,0.0
2024-01-26,Mobile,Paid Search,70,2,0,0.0
2024-01-26,Mobile,Social,77,5,0,0.0
2024-01-26,Mobile,Email,50,3,0,0.0
2024-01-26,Tablet,Organic,54,4,0,0.0
2024-01-26,Tablet,Paid Search,133,9,1,0.0075
2024-01-26,Tablet,Social,105,6,0,0.0
2024-01-26,Tablet,Email,89,5,0,0.0
2024-01-27,Desktop,Organic,50,2,0,0.0
2024-01-27,Desktop,Paid Search,50,2,0,0.0
2024-01-27,Desktop,Social,50,3,0,0.0
2024-01-27,Desktop,Email,50,2,0,0.0
2024-01-27,Mobile,Organic,50,2,0,0.0
2024-01-27,Mobile,Paid Search,50,3,0,0.0
2024-01-27,Mobile,Social,50,3,0,0.0
2024-01-27,Mobile,Email,50,1,0,0.0
2024-01-27,Tablet,Organic,50,1,0,0.0
2024-01-27,Tablet,Paid Search,50,3,0,0.0
2024-01-27,Tablet,Social,62,2,0,0.0
2024-01-27,Tablet,Email,81,3,0,0.0
2024-01-28,Desktop,Organic,50,1,0,0.0
2024-01-28,Desktop,Paid Search,67,3,0,0.0
2024-01-28,Desktop,Social,64,2,0,0.0
2024-01-28,Desktop,Email,50,1,0,0.0
2024-01-28,Mobile,Organic,50,2,0,0.0
2024-01-28,Mobile,Paid Search,50,1,0,0.0
2024-01-28,Mobile,Social,50,3,0,0.0
2024-01-28,Mobile,Email,50,3,0,0.0
2024-01-28,Tablet,Organic,108,7,1,0.0093
2024-01-28,Tablet,Paid Search,89,4,0,0.0
2024-01-28,Tablet,Social,92,4,0,0.0
2024-01-28,Tablet,Email,50,3,0,0.0
2024-01-29,Desktop,Organic,87,5,0,0.0
2024-01-29,Desktop,Paid Search,63,4,0,0.0
2024-01-29,Desktop,Social,50,2,0,0.0
2024-01-29,Desktop,Email,71,4,0,0.0
2024-01-29,Mobile,Organic,59,2,0,0.0
2024-01-29,Mobile,Paid Search,50,3,0,0.0
2024-01-29,Mobile,Social,66,4,0,0.0
2024-01-29,Mobile,Email,89,5,0,0.0
2024-01-29,Tablet,Organic,78,3,0,0.0
2024-01-29,Tablet,Paid Search,90,5,0,0.0
2024-01-29,Tablet,Social,85,6,1,0.0118
2024-01-29,Tablet,Email,99,4,0,0.0
2024-01-30,Desktop,Organic,74,3,0,0.0
2024-01-30,Desktop,Paid Search,94,2,0,0.0
2024-01-30,Desktop,Social,61,4,0,0.0
2024-01-30,Desktop,Email,51,1,0,0.0
2024-01-30,Mobile,Organic,77,2,0,0.0
2024-01-30,Mobile,Paid Search,50,2,0,0.0
2024-01-30,Mobile,Social,50,1,0,0.0
2024-01-30,Mobile,Email,72,4,1,0.0139
2024-01-30,Tablet,Organic,84,3,0,0.0
2024-01-30,Tablet,Paid Search,59,2,0,0.0
2024-01-30,Tablet,Social,59,2,0,0.0
2024-01-30,Tablet,Email,50,2,0,0.0
2024-01-31,Desktop,Organic,50,3,0,0.0
2024-01-31,Desktop,Paid Search,64,3,0,0.0
2024-01-31,Desktop,Social,50,1,0,0.0
2024-01-31,Desktop,Email,55,3,0,0.0
2024-01-31,Mobile,Organic,51,2,0,0.0
2024-01-31,Mobile,Paid Search,50,3,0,0.0
2024-01-31,Mobile,Social,90,6,1,0.0111
2024-01-31,Mobile,Email,50,2,0,0.0
2024-01-31,Tablet,Organic,58,2,0,0.0
2024-01-31,Tablet,Paid Search,62,2,0,0.0
2024-01-31,Tablet,Social,56,4,0,0.0
2024-01-31,Tablet,Email,98,5,0,0.0
2024-02-01,Desktop,Organic,52,2,0,0.0
2024-02-01,Desktop,Paid Search,50,2,0,0.0
2024-02-01,Desktop,Social,50,3,0,0.0
2024-02-01,Desktop,Email,78,6,1,0.0128
2024-02-01,Mobile,Organic,63,3,0,0.0
2024-02-01,Mobile,Paid Search,50,3,0,0.0
2024-02-01,Mobile,Social,50,2,0,0.0
2024-02-01,Mobile,Email,50,2,0,0.0
2024-02-01,Tablet,Organic,103,6,0,0.0
2024-02-01,Tablet,Paid Search,89,4,0,0.0
2024-02-01,Tablet,Social,53,2,0,0.0
2024-02-01,Tablet,Email,64,4,0,0.0
2024-02-02,Desktop,Organic,50,2,0,0.0
2024-02-02,Desktop,Paid Search,65,5,1,0.0154
2024-02-02,Desktop,Social,50,1,0,0.0
2024-02-02,Desktop,Email,50,2,0,0.0
2024-02-02,Mobile,Organic,51,1,0,0.0
2024-02-02,Mobile,Paid Search,61,3,0,0.0
2024-02-02,Mobile,Social,50,3,0,0.0
2024-02-02,Mobile,Email,54,2,0,0.0
2024-02-02,Tablet,Organic,92,6,0,0.0
2024-02-02,Tablet,Paid Search,103,4,0,0.0
2024-02-02,Tablet,Social,86,2,0,0.0
2024-02-02,Tablet,Email,118,6,1,0.0085
2024-02-03,Desktop,Organic,50,3,0,0.0
2024-02-03,Desktop,Paid Search,50,2,0,0.0
2024-02-03,Desktop,Social,50,3,0,0.0
2024-02-03,Desktop,Email,59,2,0,0.0
2024-02-03,Mobile,Organic,50,3,0,0.0
2024-02-03,Mobile,Paid Search,50,1,0,0.0
2024-02-03,Mobile,Social,50,3,0,0.0
2024-02-03,Mobile,Email,50,3,0,0.0
2024-02-03,Tablet,Organic,72,3,0,0.0
2024-02-03,Tablet,Paid Search,50,2,0,0.0
2024-02-03,Tablet,Social,71,5,1,0.0141
2024-02-03,Tablet,Email,82,2,0,0.0
2024-02-04,Desktop,Organic,50,2,0,0.0
2024-02-04,Desktop,Paid Search,50,3,0,0.0
2024-02-04,Desktop,Social,50,1,0,0.0
2024-02-04,Desktop,Email,50,3,0,0.0
2024-02-04,Mobile,Organic,50,2,0,0.0
2024-02-04,Mobile,Paid Search,50,2,0,0.0
2024-02-04,Mobile,Social,50,2,0,0.0
2024-02-04,Mobile,Email,50,3,0,0.0
2024-02-04,Tablet,Organic,105,5,0,0.0
2024-02-04,Tablet,Paid Search,50,3,0,0.0
2024-02-04,Tablet,Social,58,2,0,0.0
2024-02-04,Tablet,Email,50,1,0,0.0
2024-02-05,Desktop,Organic,50,1,0,0.0
2024-02-05,Desktop,Paid Search,64,4,0,0.0
2024-02-05,Desktop,Social,51,1,0,0.0
2024-02-05,Desktop,Email,78,4,0,0.0
2024-02-05,Mobile,Organic,50,2,0,0.0
2024-02-05,Mobile,Paid Search,74,3,0,0.0
2024-02-05,Mobile,Social,50,2,0,0.0
2024-02-05,Mobile,Email,50,2,0,0.0
2024-02-05,Tablet,Organic,105,7,1,0.0095
2024-02-05,Tablet,Paid Search,68,3,0,0.0
2024-02-05,Tablet,Social,50,2,0,0.0
2024-02-05,Tablet,Email,75,4,1,0.0133
2024-02-06,Desktop,Organic,50,2,0,0.0
2024-02-06,Desktop,Paid Search,73,5,1,0.0137
2024-02-06,Desktop,Social,62,3,0,0.0
2024-02-06,Desktop,Email,73,4,0,0.0
2024-02-06,Mobile,Organic,50,2,0,0.0
2024-02-06,Mobile,Paid Search,57,1,0,0.0
2024-02-06,Mobile,Social,64,2,0,0.0
2024-02-06,Mobile,Email,50,3,0,0.0
2024-02-06,Tablet,Organic,108,8,1,0.0093
2024-02-06,Tablet,Paid Search,93,7,1,0.0108
2024-02-06,Tablet,Social,96,6,1,0.0104
2024-02-06,Tablet,Email,126,6,1,0.0079
2024-02-07,Desktop,Organic,78,4,0,0.0
2024-02-07,Desktop,Paid Search,59,2,0,0.0
2024-02-07,Desktop,Social,66,3,0,0.0
2024-02-07,Desktop,Email,61,2,0,0.0
2024-02-07,Mobile,Organic,53,3,0,0.0
2024-02-07,Mobile,Paid Search,66,3,0,0.0
2024-02-07,Mobile,Social,60,3,0,0.0
2024-02-07,Mobile,Email,70,2,0,0.0
2024-02-07,Tablet,Organic,82,4,0,0.0
2024-02-07,Tablet,Paid Search,50,2,0,0.0
2024-02-07,Tablet,Social,50,3,0,0.0
2024-02-07,Tablet,Email,56,2,0,0.0
2024-02-08,Desktop,Organic,79,6,1,0.0127
2024-02-08,Desktop,Paid Search,50,1,0,0.0
2024-02-08,Desktop,Social,63,1,0,0.0
2024-02-08,Desktop,Email,50,1,0,0.0
2024-02-08,Mobile,Organic,56,2,0,0.0
2024-02-08,Mobile,Paid Search,50,3,0,0.0
2024-02-08,Mobile,Social,50,3,0,0.0
2024-02-08,Mobile,Email,50,2,0,0.0
2024-02-08,Tablet,Organic,85,2,0,0.0
2024-02-08,Tablet,Paid Search,100,3,0,0.0
2024-02-08,Tablet,Social,56,3,0,0.0
2024-02-08,Tablet,Email,85,5,1,0.0118
2024-02-09,Desktop,Organic,50,2,0,0.0
2024-02-09,Desktop,Paid Search,71,2,0,0.0
2024-02-09,Desktop,Social,53,3,0,0.0
2024-02-09,Desktop,Email,74,5,0,0.0
2024-02-09,Mobile,Organic,50,3,0,0.0
2024-02-09,Mobile,Paid Search,50,3,0,0.0
2024-02-09,Mobile,Social,50,3,0,0.0
2024-02-09,Mobile,Email,50,3,0,0.0
2024-02-09,Tablet,Organic,103,7,1,0.0097
2024-02-09,Tablet,Paid Search,99,6,1,0.0101
2024-02-09,Tablet,Social,68,4,0,0.0
2024-02-09,Tablet,Email,111,7,1,0.009
2024-02-10,Desktop,Organic,50,3,0,0.0
2024-02-10,Desktop,Paid Search,59,4,0,0.0
2024-02-10,Desktop,Social,50,3,0,0.0
2024-02-10,Desktop,Email,50,3,0,0.0
2024-02-10,Mobile,Organic,50,2,0,0.0
2024-02-10,Mobile,Paid Search,50,2,0,0.0
2024-02-10,Mobile,Social,50,3,0,0.0
2024-02-10,Mobile,Email,50,3,0,0.0
2024-02-10,Tablet,Organic,50,3,0,0.0
2024-02-10,Tablet,Paid Search,60,4,0,0.0
2024-02-10,Tablet,Social,50,2,0,0.0
2024-02-10,Tablet,Email,66,3,0,0.0
2024-02-11,Desktop,Organic,50,3,0,0.0
2024-02-11,Desktop,Paid Search,50,2,0,0.0
2024-02-11,Desktop,Social,50,3,0,0.0
2024-02-11,Desktop,Email,58,2,0,0.0
2024-02-11,Mobile,Organic,50,3,0,0.0
2024-02-11,Mobile,Paid Search,51,3,0,0.0
2024-02-11,Mobile,Social,50,2,0,0.0
2024-02-11,Mobile,Email,50,3,0,0.0
2024-02-11,Tablet,Organic,73,3,0,0.0
2024-02-11,Tablet,Paid Search,50,3,0,0.0
2024-02-11,Tablet,Social,50,3,0,0.0
2024-02-11,Tablet,Email,50,1,0,0.0
2024-02-12,Desktop,Organic,50,2,0,0.0
2024-02-12,Desktop,Paid Search,80,4,0,0.0
2024-02-12,Desktop,Social,55,3,0,0.0
2024-02-12,Desktop,Email,50,1,0,0.0
2024-02-12,Mobile,Organic,53,3,0,0.0
2024-02-12,Mobile,Paid Search,58,4,0,0.0
2024-02-12,Mobile,Social,53,3,0,0.0
2024-02-12,Mobile,Email,50,3,0,0.0
2024-02-12,Tablet,Organic,134,9,2,0.0149
2024-02-12,Tablet,Paid Search,97,6,1,0.0103
2024-02-12,Tablet,Social,92,6,0,0.0
2024-02-12,Tablet,Email,50,3,0,0.0
2024-02-13,Desktop,Organic,89,3,0,0.0
2024-02-13,Desktop,Paid Search,50,2,0,0.0
2024-02-13,Desktop,Social,90,2,0,0.0
2024-02-13,Desktop,Email,59,2,0,0.0
2024-02-13,Mobile,Organic,76,4,0,0.0
2024-02-13,Mobile,Paid Search,50,3,0,0.0
2024-02-13,Mobile,Social,59,2,0,0.0
2024-02-13,Mobile,Email,50,2,0,0.0
2024-02-13,Tablet,Organic,82,5,0,0.0
2024-02-13,Tablet,Paid Search,128,6,1,0.0078
2024-02-13,Tablet,Social,134,6,0,0.0
2024-02-13,Tablet,Email,63,3,0,0.0
2024-02-14,Desktop,Organic,50,1,0,0.0
2024-02-14,Desktop,Paid Search,50,2,0,0.0
2024-02-14,Desktop,Social,50,3,0,0.0
2024-02-14,Desktop,Email,62,4,0,0.0
